day,leg,side,outcome,pnl
2025-12-22,CV2_E3,BUY,TP,6.69
2025-12-22,CV2_S14,BUY,TP,5.36
2025-12-23,CV2_S07,SELL,TP,7.24
2025-12-23,CV2_E1,BUY,TIME,2.51
2025-12-23,CV2_E2,BUY,TIME,2.32
2025-12-23,CV2_S14,BUY,TP,6.49
2025-12-23,CV2_S07,SELL,SL,-7.87
2025-12-23,CV2_E1,BUY,SL,-11.33
2025-12-23,CV2_E2,BUY,SL,-11.33
2025-12-23,CV2_S14,BUY,SL,-14.16
2025-12-23,CV2_S06,BUY,SL,-7.75
2025-12-23,CV2_E1,BUY,SL,-12.81
2025-12-23,CV2_E2,BUY,SL,-12.81
2025-12-23,CV2_E3,BUY,SL,-12.81
2025-12-23,CV2_S14,BUY,SL,-16.02
2025-12-23,CV2_E1,BUY,SL,-14.79
2025-12-23,CV2_E2,BUY,SL,-14.79
2025-12-23,CV2_S14,BUY,SL,-18.49
2025-12-23,CV2_S14,BUY,SL,-17.9
2025-12-23,CV2_S14,BUY,SL,-18.03
2025-12-23,CV2_S14,BUY,SL,-18.92
2025-12-23,CV2_S14,BUY,SL,-19.05
2025-12-23,CV2_S14,BUY,SL,-20.37
2025-12-23,CV2_S14,BUY,SL,-21.81
2025-12-23,CV2_S02,BUY,TP,22.96
2025-12-23,CV2_S14,BUY,SL,-22.81
2025-12-23,CV2_S14,BUY,TP,18.14
2025-12-23,CV2_S14,BUY,TP,18.51
2025-12-23,CV2_E1,BUY,TP,25.13
2025-12-23,CV2_S02,BUY,TP,25.71
2025-12-23,CV2_S14,BUY,TP,20.09
2025-12-23,CV2_E1,BUY,TP,26.09
2025-12-23,CV2_E2,BUY,TP,26.09
2025-12-23,CV2_S14,BUY,TP,21.87
2025-12-23,CV2_S06,BUY,TP,18.99
2025-12-23,CV2_S06,BUY,TP,19.43
2025-12-23,CV2_S06,BUY,TP,20.02
2025-12-23,CV2_S07,BUY,TP,16.5
2025-12-24,CV2_E3,BUY,SL,-6.07
2025-12-24,CV2_E1,BUY,TP,7.77
2025-12-24,CV2_E2,BUY,TP,7.77
2025-12-24,CV2_E3,BUY,TP,7.77
2025-12-24,CV2_S02,BUY,SL,-19.87
2025-12-24,CV2_S14,BUY,TP,6.22
2025-12-24,CV2_E1,BUY,TP,8.27
2025-12-24,CV2_E2,BUY,TP,8.27
2025-12-24,CV2_S14,BUY,TP,6.61
2025-12-24,CV2_S07,BUY,TP,8.77
2025-12-24,CV2_S07,BUY,SL,-10.11
2025-12-24,CV2_S14,BUY,TP,8.53
2025-12-24,CV2_S07,SELL,TP,8.22
2025-12-24,CV2_E2,BUY,SL,-6.81
2025-12-24,CV2_S14,BUY,SL,-8.51
2025-12-24,CV2_E1,BUY,SL,-8.2
2025-12-24,CV2_E2,BUY,SL,-8.2
2025-12-24,CV2_E3,BUY,SL,-8.2
2025-12-24,CV2_S14,BUY,TP,8.21
2025-12-24,CV2_E1,BUY,TP,11.19
2025-12-24,CV2_E2,BUY,TP,11.19
2025-12-24,CV2_S14,BUY,TP,8.95
2025-12-24,CV2_S14,BUY,SL,-11.66
2025-12-24,CV2_S07,SELL,TP,8.11
2025-12-24,CV2_E1,BUY,SL,-10.8
2025-12-24,CV2_E2,BUY,SL,-10.8
2025-12-24,CV2_S14,BUY,SL,-13.51
2025-12-24,CV2_S14,BUY,SL,-15.5
2025-12-24,CV2_E1,BUY,SL,-13.85
2025-12-24,CV2_E2,BUY,SL,-13.85
2025-12-24,CV2_E2,BUY,SL,-14.87
2025-12-24,CV2_S06,BUY,SL,-9.14
2025-12-24,CV2_S02,BUY,SL,-25.71
2025-12-24,CV2_S05,BUY,SL,-25.71
2025-12-24,CV2_S06,BUY,SL,-9.8
2025-12-24,CV2_S07,BUY,SL,-14.7
2025-12-24,CV2_E1,BUY,TP,25.96
2025-12-24,CV2_S06,BUY,TP,18.94
2025-12-26,CV2_E3,BUY,TP,8.4
2025-12-26,CV2_E1,BUY,TIME,5.37
2025-12-26,CV2_E1,BUY,SL,-13.01
2025-12-26,CV2_E2,BUY,SL,-13.01
2025-12-26,CV2_E3,BUY,SL,-13.01
2025-12-26,CV2_E2,BUY,SL,-13.21
2025-12-26,CV2_E2,BUY,SL,-12.57
2025-12-26,CV2_E1,BUY,TP,16.07
2025-12-26,CV2_E2,BUY,TP,16.07
2025-12-26,CV2_E3,BUY,TP,16.07
2025-12-26,CV2_E1,BUY,TP,17.19
2025-12-26,CV2_E2,BUY,TP,17.19
2025-12-26,CV2_E3,BUY,TP,11.22
2025-12-26,CV2_E3,BUY,TP,10.21
2025-12-29,CV2_E1,BUY,TP,25.18
2025-12-29,CV2_E2,BUY,TP,25.18
2025-12-29,CV2_E2,BUY,TIME,0.32
2025-12-29,CV2_E3,BUY,TIME,-0.86
2025-12-29,CV2_E1,BUY,TIME,3.2
2025-12-29,CV2_E2,BUY,TIME,2.44
2025-12-29,CV2_E1,BUY,TP,12.96
2025-12-29,CV2_E2,BUY,SL,-10.36
2025-12-29,CV2_E3,BUY,SL,-10.36
2025-12-29,CV2_E1,BUY,SL,-14.27
2025-12-29,CV2_E2,BUY,SL,-14.27
2025-12-29,CV2_E1,BUY,SL,-15.45
2025-12-29,CV2_E2,BUY,SL,-15.45
2025-12-29,CV2_E3,BUY,SL,-15.45
2025-12-29,CV2_E1,BUY,SL,-16.68
2025-12-29,CV2_E2,BUY,SL,-16.68
2025-12-29,CV2_E1,BUY,SL,-21.15
2025-12-29,CV2_E2,BUY,SL,-21.15
2025-12-29,CV2_E3,BUY,SL,-21.15
2025-12-29,CV2_E1,BUY,SL,-23.15
2025-12-29,CV2_E2,BUY,SL,-23.15
2025-12-29,CV2_E3,BUY,SL,-24.59
2025-12-29,CV2_E1,BUY,SL,-27.88
2025-12-29,CV2_E1,BUY,SL,-30.95
2025-12-29,CV2_E3,BUY,SL,-30.95
2025-12-29,CV2_E1,BUY,TIME,11.9
2025-12-29,CV2_E1,BUY,TP,19.12
2025-12-29,CV2_E2,BUY,TP,19.12
2025-12-29,CV2_E3,BUY,TP,19.12
2025-12-30,CV2_E1,BUY,TP,15.22
2025-12-30,CV2_E2,BUY,TP,15.22
2025-12-30,CV2_E2,BUY,SL,-12.22
2025-12-30,CV2_E2,BUY,SL,-12.65
2025-12-30,CV2_E1,BUY,SL,-15.07
2025-12-30,CV2_E2,BUY,SL,-15.07
2025-12-30,CV2_E1,BUY,TIME,6.36
2025-12-30,CV2_E2,BUY,TIME,6.07
2025-12-30,CV2_E3,BUY,TP,20.41
2025-12-30,CV2_E1,BUY,SL,-7.25
2025-12-30,CV2_E1,BUY,SL,-8.3
2025-12-30,CV2_E2,BUY,SL,-8.3
2025-12-30,CV2_E1,BUY,TP,11.39
2025-12-30,CV2_E2,BUY,TP,11.39
2025-12-30,CV2_E2,BUY,TP,13.58
2025-12-31,CV2_E1,BUY,SL,-9.08
2025-12-31,CV2_E2,BUY,SL,-9.08
2025-12-31,CV2_E3,BUY,SL,-9.08
2025-12-31,CV2_E1,BUY,SL,-9.31
2025-12-31,CV2_E2,BUY,SL,-9.31
2025-12-31,CV2_E2,BUY,SL,-9.83
2025-12-31,CV2_E1,BUY,TP,13.34
2025-12-31,CV2_E2,BUY,TP,13.34
2025-12-31,CV2_E3,BUY,TIME,11.33
2025-12-31,CV2_E3,BUY,TP,10.84
2025-12-31,CV2_E3,BUY,TIME,-7.83
2025-12-31,CV2_E3,BUY,TIME,-2.16
2025-12-31,CV2_E1,BUY,TIME,0.52
2025-12-31,CV2_E1,BUY,TIME,5.55
2025-12-31,CV2_E2,BUY,TIME,4.3
2025-12-31,CV2_E3,BUY,TIME,3.07
2025-12-31,CV2_E2,BUY,SL,-9.77
2025-12-31,CV2_E3,BUY,SL,-9.77
2025-12-31,CV2_E1,BUY,SL,-10.23
2025-12-31,CV2_E2,BUY,SL,-10.23
2025-12-31,CV2_E1,BUY,TIME,-3.38
2025-12-31,CV2_E1,BUY,TP,11.83
2025-12-31,CV2_E2,BUY,TP,11.83
2025-12-31,CV2_E3,BUY,TP,11.83
2025-12-31,CV2_E1,BUY,TP,10.2
2026-01-02,CV2_E1,BUY,TP,7.89
2026-01-02,CV2_E3,BUY,TP,7.89
2026-01-02,CV2_S07,SELL,SL,-8.95
2026-01-02,CV2_S07,BUY,TP,8.48
2026-01-02,CV2_S07,BUY,TP,7.76
2026-01-02,CV2_S07,SELL,SL,-9.08
2026-01-02,CV2_S07,SELL,TP,7.68
2026-01-02,CV2_S07,SELL,TP,7.01
2026-01-02,CV2_E1,BUY,TP,8.59
2026-01-02,CV2_E2,BUY,TP,8.59
2026-01-02,CV2_S14,BUY,TP,6.87
2026-01-02,CV2_E2,BUY,TP,8.67
2026-01-02,CV2_E1,BUY,SL,-10.0
2026-01-02,CV2_E2,BUY,SL,-10.0
2026-01-02,CV2_S14,BUY,TP,10.01
2026-01-02,CV2_E1,BUY,SL,-11.06
2026-01-02,CV2_E2,BUY,SL,-11.06
2026-01-02,CV2_E3,BUY,SL,-11.06
2026-01-02,CV2_S14,BUY,SL,-13.83
2026-01-02,CV2_E1,BUY,SL,-11.92
2026-01-02,CV2_E2,BUY,SL,-11.92
2026-01-02,CV2_S14,BUY,SL,-14.9
2026-01-02,CV2_E2,BUY,SL,-12.83
2026-01-02,CV2_S14,BUY,SL,-16.04
2026-01-02,CV2_S07,SELL,TP,12.07
2026-01-02,CV2_S14,BUY,SL,-16.46
2026-01-02,CV2_S14,BUY,SL,-17.23
2026-01-02,CV2_E3,BUY,SL,-13.58
2026-01-02,CV2_S14,BUY,SL,-16.98
2026-01-02,CV2_S05,BUY,SL,-27.84
2026-01-02,CV2_S14,BUY,SL,-17.83
2026-01-02,CV2_S07,SELL,TP,11.91
2026-01-02,CV2_E1,BUY,SL,-14.4
2026-01-02,CV2_E3,BUY,SL,-14.4
2026-01-02,CV2_S14,BUY,SL,-18.0
2026-01-02,CV2_E1,BUY,SL,-14.19
2026-01-02,CV2_E3,BUY,SL,-14.19
2026-01-02,CV2_S14,BUY,SL,-17.74
2026-01-02,CV2_S14,BUY,SL,-17.73
2026-01-02,CV2_S02,BUY,TP,27.28
2026-01-02,CV2_S14,BUY,TP,14.7
2026-01-02,CV2_E1,BUY,SL,-15.99
2026-01-02,CV2_E2,BUY,SL,-15.99
2026-01-02,CV2_E3,BUY,SL,-15.99
2026-01-02,CV2_S14,BUY,SL,-19.99
2026-01-02,CV2_S14,BUY,SL,-20.61
2026-01-02,CV2_S02,BUY,TP,30.77
2026-01-02,CV2_S14,BUY,SL,-22.01
2026-01-02,CV2_S14,BUY,SL,-22.74
2026-01-02,CV2_S14,BUY,SL,-24.16
2026-01-02,CV2_S06,BUY,SL,-13.5
2026-01-02,CV2_S02,BUY,TP,32.15
2026-01-02,CV2_S14,BUY,SL,-24.37
2026-01-02,CV2_S07,SELL,TP,18.33
2026-01-02,CV2_S02,BUY,TP,35.23
2026-01-02,CV2_E1,BUY,TIME,-4.95
2026-01-02,CV2_S02,BUY,TP,36.58
2026-01-02,CV2_E1,BUY,TIME,-3.43
2026-01-02,CV2_S02,BUY,TP,36.72
2026-01-02,CV2_E3,BUY,TIME,-0.99
2026-01-02,CV2_S02,BUY,TP,37.51
2026-01-02,CV2_S02,BUY,TP,31.5
2026-01-02,CV2_S05,BUY,TP,25.2
2026-01-02,CV2_E2,BUY,TIME,2.53
2026-01-02,CV2_E3,BUY,TIME,2.26
2026-01-02,CV2_E1,BUY,TP,11.55
2026-01-02,CV2_E2,BUY,TP,11.55
2026-01-02,CV2_S07,BUY,TP,15.33
2026-01-02,CV2_S02,BUY,TP,29.51
2026-01-02,CV2_S05,BUY,TP,23.61
2026-01-02,CV2_S02,BUY,TP,27.06
2026-01-02,CV2_S02,BUY,TP,25.48
2026-01-02,CV2_S07,SELL,SL,-13.7
2026-01-05,CV2_S07,SELL,SL,-11.78
2026-01-05,CV2_S07,BUY,TP,9.63
2026-01-05,CV2_E1,BUY,SL,-6.95
2026-01-05,CV2_E2,BUY,SL,-6.95
2026-01-05,CV2_E3,BUY,SL,-6.95
2026-01-05,CV2_S14,BUY,SL,-8.69
2026-01-05,CV2_E1,BUY,SL,-9.48
2026-01-05,CV2_E2,BUY,SL,-9.48
2026-01-05,CV2_S14,BUY,SL,-11.85
2026-01-05,CV2_E2,BUY,SL,-10.02
2026-01-05,CV2_S14,BUY,SL,-12.53
2026-01-05,CV2_S14,BUY,SL,-12.57
2026-01-05,CV2_S07,SELL,TP,9.63
2026-01-05,CV2_S14,BUY,SL,-12.66
2026-01-05,CV2_S14,BUY,TP,7.42
2026-01-05,CV2_E1,BUY,SL,-7.81
2026-01-05,CV2_S05,BUY,TP,15.26
2026-01-05,CV2_S14,BUY,TP,7.82
2026-01-05,CV2_E3,BUY,TP,9.98
2026-01-05,CV2_S14,BUY,TP,7.98
2026-01-05,CV2_S14,BUY,TP,8.44
2026-01-05,CV2_S05,BUY,TP,15.57
2026-01-05,CV2_S14,BUY,SL,-10.44
2026-01-05,CV2_E1,BUY,TP,16.06
2026-01-05,CV2_E2,BUY,TP,16.06
2026-01-05,CV2_S07,BUY,TP,12.92
2026-01-05,CV2_S14,BUY,TP,12.84
2026-01-05,CV2_S07,SELL,SL,-15.87
2026-01-05,CV2_S07,BUY,TP,14.23
2026-01-05,CV2_S07,BUY,TIME,-5.31
2026-01-05,CV2_S07,SELL,TIME,0.37
2026-01-05,CV2_E1,BUY,TP,14.9
2026-01-05,CV2_E2,BUY,TP,14.9
2026-01-05,CV2_E3,BUY,TP,14.9
2026-01-05,CV2_S14,BUY,TP,11.91
2026-01-05,CV2_E1,BUY,TIME,8.08
2026-01-05,CV2_E2,BUY,TIME,8.14
2026-01-05,CV2_S14,BUY,TP,8.88
2026-01-05,CV2_E3,BUY,TP,8.61
2026-01-06,CV2_E2,BUY,SL,-9.13
2026-01-06,CV2_E1,BUY,TP,10.88
2026-01-06,CV2_E2,BUY,TP,10.88
2026-01-06,CV2_E3,BUY,TP,8.75
2026-01-07,CV2_S02,BUY,TP,19.33
2026-01-07,CV2_S05,BUY,TP,15.46
2026-01-07,CV2_E2,BUY,SL,-6.1
2026-01-07,CV2_E2,BUY,SL,-6.53
2026-01-07,CV2_E1,BUY,SL,-7.01
2026-01-07,CV2_E2,BUY,SL,-7.01
2026-01-07,CV2_E3,BUY,SL,-7.01
2026-01-07,CV2_E1,BUY,SL,-6.91
2026-01-07,CV2_E2,BUY,SL,-6.91
2026-01-07,CV2_E1,BUY,SL,-6.64
2026-01-07,CV2_E2,BUY,SL,-6.64
2026-01-07,CV2_E3,BUY,SL,-6.64
2026-01-07,CV2_S05,BUY,SL,-19.93
2026-01-07,CV2_E1,BUY,SL,-6.76
2026-01-07,CV2_E1,BUY,SL,-7.86
2026-01-07,CV2_E3,BUY,SL,-7.86
2026-01-07,CV2_S05,BUY,SL,-20.57
2026-01-07,CV2_S06,BUY,SL,-7.0
2026-01-07,CV2_S02,BUY,SL,-19.73
2026-01-07,CV2_S05,BUY,SL,-19.73
2026-01-07,CV2_E1,BUY,TP,11.46
2026-01-07,CV2_E1,BUY,TP,15.37
2026-01-07,CV2_E2,BUY,TP,15.37
2026-01-07,CV2_E3,BUY,TP,15.37
2026-01-07,CV2_E2,BUY,TP,16.07
2026-01-07,CV2_S06,BUY,SL,-9.1
2026-01-07,CV2_S02,BUY,TP,20.68
2026-01-07,CV2_S06,BUY,SL,-9.67
2026-01-07,CV2_S07,SELL,TP,12.58
2026-01-07,CV2_S06,BUY,SL,-11.07
2026-01-07,CV2_E1,BUY,TP,20.06
2026-01-07,CV2_E2,BUY,TP,20.06
2026-01-07,CV2_E3,BUY,TP,20.06
2026-01-07,CV2_S06,BUY,SL,-12.71
2026-01-07,CV2_S07,BUY,TP,16.54
2026-01-07,CV2_S02,BUY,TIME,18.69
2026-01-07,CV2_E1,BUY,TP,20.31
2026-01-07,CV2_E2,BUY,TP,20.31
2026-01-07,CV2_S05,BUY,TIME,-14.15
2026-01-07,CV2_E2,BUY,TIME,5.65
2026-01-07,CV2_S05,BUY,TIME,-8.27
2026-01-07,CV2_S05,BUY,TIME,-10.59
2026-01-08,CV2_S07,BUY,SL,-11.85
2026-01-08,CV2_E2,BUY,TIME,6.39
2026-01-08,CV2_E3,BUY,TIME,5.8
2026-01-08,CV2_E2,BUY,TIME,3.07
2026-01-08,CV2_E3,BUY,TIME,2.41
2026-01-08,CV2_E1,BUY,TIME,1.09
2026-01-08,CV2_E1,BUY,TP,11.85
2026-01-08,CV2_E2,BUY,TP,11.85
2026-01-08,CV2_E3,BUY,TP,11.85
2026-01-08,CV2_S07,BUY,SL,-10.43
2026-01-08,CV2_E3,BUY,TP,8.85
2026-01-08,CV2_E1,BUY,SL,-6.9
2026-01-08,CV2_E2,BUY,SL,-6.9
2026-01-08,CV2_E2,BUY,TP,10.09
2026-01-08,CV2_E3,BUY,TP,10.09
2026-01-08,CV2_S07,BUY,SL,-9.98
2026-01-08,CV2_S07,BUY,TIME,4.63
2026-01-08,CV2_S07,SELL,TP,14.46
2026-01-08,CV2_E3,BUY,SL,-7.09
2026-01-08,CV2_E2,BUY,SL,-7.06
2026-01-08,CV2_E2,BUY,SL,-6.71
2026-01-08,CV2_E2,BUY,SL,-6.7
2026-01-08,CV2_E3,BUY,SL,-6.7
2026-01-08,CV2_E1,BUY,TP,9.22
2026-01-08,CV2_S14,BUY,TP,7.37
2026-01-08,CV2_S07,SELL,SL,-11.58
2026-01-08,CV2_E1,BUY,TP,9.24
2026-01-08,CV2_E3,BUY,TP,9.24
2026-01-08,CV2_S14,BUY,TP,7.38
2026-01-08,CV2_E3,BUY,TP,8.55
2026-01-08,CV2_S14,BUY,TP,6.85
2026-01-09,CV2_S07,BUY,SL,-7.32
2026-01-09,CV2_S05,BUY,TP,9.59
2026-01-09,CV2_S07,SELL,SL,-7.43
2026-01-09,CV2_E2,BUY,TP,8.68
2026-01-09,CV2_E3,BUY,TP,8.68
2026-01-09,CV2_S06,SELL,SL,-5.41
2026-01-09,CV2_E3,BUY,TP,6.27
2026-01-09,CV2_E1,BUY,TP,8.58
2026-01-09,CV2_E2,BUY,TP,8.58
2026-01-09,CV2_S07,SELL,TP,13.72
2026-01-09,CV2_E1,BUY,SL,-8.86
2026-01-09,CV2_E2,BUY,SL,-8.86
2026-01-09,CV2_S14,BUY,TP,8.86
2026-01-09,CV2_E1,BUY,TP,12.72
2026-01-09,CV2_E2,BUY,TP,12.72
2026-01-09,CV2_S14,BUY,TP,10.17
2026-01-09,CV2_E1,BUY,TP,13.03
2026-01-09,CV2_E2,BUY,TP,13.03
2026-01-09,CV2_S02,BUY,TP,28.0
2026-01-09,CV2_S05,BUY,TP,22.4
2026-01-09,CV2_S14,BUY,TP,10.43
2026-01-09,CV2_E2,BUY,TP,13.46
2026-01-09,CV2_S14,BUY,TP,10.77
2026-01-09,CV2_S14,BUY,TP,11.57
2026-01-12,CV2_S07,BUY,TP,8.99
2026-01-12,CV2_S07,BUY,SL,-10.64
2026-01-12,CV2_E3,BUY,TIME,-3.18
2026-01-12,CV2_S07,SELL,TP,9.0
2026-01-12,CV2_E1,BUY,TP,8.99
2026-01-12,CV2_E2,BUY,TP,8.99
2026-01-12,CV2_S14,BUY,TP,7.19
2026-01-12,CV2_S07,SELL,SL,-10.83
2026-01-12,CV2_E1,BUY,TP,9.0
2026-01-12,CV2_E2,BUY,TP,9.0
2026-01-12,CV2_S14,BUY,TP,7.19
2026-01-12,CV2_S14,BUY,TP,7.65
2026-01-12,CV2_E3,BUY,TP,18.62
2026-01-12,CV2_S14,BUY,TP,14.9
2026-01-12,CV2_S07,SELL,TP,17.95
2026-01-12,CV2_E3,BUY,SL,-11.12
2026-01-12,CV2_E2,BUY,TP,10.46
2026-01-12,CV2_E3,BUY,TP,10.46
2026-01-12,CV2_S14,BUY,TP,8.38
2026-01-12,CV2_E1,BUY,TP,11.0
2026-01-12,CV2_E2,BUY,TP,11.0
2026-01-12,CV2_E3,BUY,TP,11.0
2026-01-12,CV2_S14,BUY,TP,8.79
2026-01-12,CV2_E2,BUY,TP,11.57
2026-01-12,CV2_S14,BUY,TP,9.26
2026-01-12,CV2_S14,BUY,SL,-8.65
2026-01-12,CV2_E2,BUY,SL,-7.06
2026-01-12,CV2_E3,BUY,SL,-7.06
2026-01-12,CV2_S14,BUY,SL,-8.81
2026-01-12,CV2_S14,BUY,SL,-9.09
2026-01-12,CV2_S14,BUY,SL,-9.32
2026-01-12,CV2_S14,BUY,SL,-9.37
2026-01-12,CV2_S05,BUY,TIME,-1.88
2026-01-12,CV2_S14,BUY,SL,-9.52
2026-01-12,CV2_E1,BUY,SL,-8.85
2026-01-12,CV2_E2,BUY,SL,-8.85
2026-01-12,CV2_E3,BUY,SL,-8.85
2026-01-12,CV2_S05,BUY,TIME,-0.65
2026-01-12,CV2_S14,BUY,SL,-11.06
2026-01-12,CV2_S14,BUY,SL,-11.27
2026-01-13,CV2_S07,BUY,TP,9.0
2026-01-13,CV2_S07,SELL,SL,-10.77
2026-01-13,CV2_S07,BUY,SL,-10.85
2026-01-13,CV2_E3,BUY,TIME,4.3
2026-01-13,CV2_E3,BUY,TIME,1.57
2026-01-13,CV2_E1,BUY,TP,7.8
2026-01-13,CV2_E2,BUY,TP,7.8
2026-01-13,CV2_E3,BUY,TP,7.8
2026-01-13,CV2_S07,SELL,TP,8.15
2026-01-13,CV2_E1,BUY,TP,8.03
2026-01-13,CV2_E2,BUY,TP,8.03
2026-01-13,CV2_E3,BUY,TP,8.03
2026-01-13,CV2_E2,BUY,TP,7.81
2026-01-13,CV2_S02,BUY,TP,14.33
2026-01-13,CV2_S06,SELL,SL,-6.85
2026-01-13,CV2_E1,BUY,TIME,0.84
2026-01-13,CV2_S06,SELL,SL,-13.86
2026-01-13,CV2_E1,BUY,SL,-15.99
2026-01-13,CV2_S14,BUY,SL,-19.98
2026-01-13,CV2_S07,SELL,TP,16.73
2026-01-13,CV2_S06,SELL,SL,-13.04
2026-01-13,CV2_E3,BUY,SL,-9.19
2026-01-13,CV2_S14,BUY,SL,-11.49
2026-01-13,CV2_S14,BUY,TP,9.47
2026-01-13,CV2_E1,BUY,TIME,7.59
2026-01-13,CV2_E2,BUY,TIME,7.74
2026-01-13,CV2_S02,BUY,TIME,27.82
2026-01-13,CV2_S14,BUY,TP,10.78
2026-01-13,CV2_E2,BUY,TIME,6.91
2026-01-13,CV2_S14,BUY,SL,-14.33
2026-01-13,CV2_S14,BUY,SL,-15.18
2026-01-13,CV2_S07,BUY,SL,-19.17
2026-01-13,CV2_S14,BUY,TP,13.27
2026-01-13,CV2_S14,BUY,SL,-17.03
2026-01-13,CV2_S07,SELL,TP,14.75
2026-01-13,CV2_S14,BUY,SL,-16.3
2026-01-13,CV2_S07,BUY,SL,-15.46
2026-01-13,CV2_S06,BUY,SL,-10.75
2026-01-13,CV2_E1,BUY,TP,13.8
2026-01-13,CV2_E2,BUY,TP,13.8
2026-01-13,CV2_E3,BUY,TP,13.8
2026-01-13,CV2_E2,BUY,TP,15.15
2026-01-13,CV2_S14,BUY,TP,12.12
2026-01-13,CV2_S05,BUY,TP,21.51
2026-01-14,CV2_S07,SELL,TP,10.23
2026-01-14,CV2_E1,BUY,TP,9.39
2026-01-14,CV2_E2,BUY,TP,9.39
2026-01-14,CV2_E3,BUY,TP,9.39
2026-01-14,CV2_S14,BUY,TP,7.52
2026-01-14,CV2_S14,BUY,TP,7.36
2026-01-14,CV2_E3,BUY,TP,7.98
2026-01-14,CV2_S14,BUY,TP,6.38
2026-01-14,CV2_S07,BUY,SL,-9.65
2026-01-14,CV2_E2,BUY,TP,8.91
2026-01-14,CV2_E3,BUY,TP,8.91
2026-01-14,CV2_E3,BUY,SL,-8.46
2026-01-14,CV2_E1,BUY,SL,-12.45
2026-01-14,CV2_E2,BUY,SL,-12.45
2026-01-14,CV2_E2,BUY,SL,-12.51
2026-01-14,CV2_E1,BUY,TP,16.58
2026-01-14,CV2_E2,BUY,TP,16.58
2026-01-14,CV2_E3,BUY,TP,16.58
2026-01-14,CV2_E1,BUY,TP,19.25
2026-01-14,CV2_E2,BUY,TP,19.25
2026-01-14,CV2_E3,BUY,TP,13.91
2026-01-14,CV2_E1,BUY,TP,14.13
2026-01-14,CV2_E2,BUY,TP,14.13
2026-01-14,CV2_E3,BUY,TP,14.13
2026-01-14,CV2_E1,BUY,TP,15.04
2026-01-14,CV2_S02,BUY,TP,28.03
2026-01-14,CV2_S06,SELL,TP,13.56
2026-01-14,CV2_S07,SELL,TP,11.74
2026-01-14,CV2_E2,BUY,SL,-11.6
2026-01-14,CV2_E1,BUY,SL,-12.72
2026-01-14,CV2_E2,BUY,SL,-12.72
2026-01-14,CV2_E3,BUY,SL,-12.72
2026-01-15,CV2_S07,BUY,TP,10.82
2026-01-15,CV2_S07,BUY,TP,9.77
2026-01-15,CV2_S06,SELL,TP,9.22
2026-01-15,CV2_S06,SELL,TP,7.95
2026-01-15,CV2_S07,SELL,TP,6.89
2026-01-15,CV2_S06,SELL,SL,-5.07
2026-01-15,CV2_E2,BUY,SL,-5.61
2026-01-15,CV2_E3,BUY,SL,-5.61
2026-01-15,CV2_S06,SELL,TP,7.53
2026-01-15,CV2_E2,BUY,SL,-5.46
2026-01-15,CV2_E3,BUY,SL,-5.46
2026-01-15,CV2_S06,SELL,TP,7.41
2026-01-15,CV2_E1,BUY,SL,-5.51
2026-01-15,CV2_E3,BUY,SL,-5.51
2026-01-15,CV2_E1,BUY,SL,-5.95
2026-01-15,CV2_E2,BUY,SL,-5.95
2026-01-15,CV2_E1,BUY,SL,-7.26
2026-01-15,CV2_E2,BUY,SL,-7.26
2026-01-15,CV2_E3,BUY,SL,-7.26
2026-01-15,CV2_S14,BUY,SL,-9.07
2026-01-15,CV2_S14,BUY,SL,-9.45
2026-01-15,CV2_S14,BUY,SL,-10.42
2026-01-15,CV2_E1,BUY,SL,-9.72
2026-01-15,CV2_E2,BUY,SL,-9.72
2026-01-15,CV2_E3,BUY,SL,-9.72
2026-01-15,CV2_S14,BUY,SL,-12.15
2026-01-15,CV2_E1,BUY,SL,-10.15
2026-01-15,CV2_E2,BUY,SL,-10.15
2026-01-15,CV2_S14,BUY,TP,10.16
2026-01-15,CV2_E1,BUY,TP,13.75
2026-01-15,CV2_E2,BUY,TP,13.75
2026-01-15,CV2_S02,BUY,TP,15.89
2026-01-15,CV2_S05,BUY,TP,12.71
2026-01-15,CV2_E1,BUY,TP,15.05
2026-01-15,CV2_E2,BUY,TP,15.05
2026-01-15,CV2_S07,BUY,TP,12.19
2026-01-15,CV2_S06,SELL,TP,16.53
2026-01-15,CV2_S06,SELL,SL,-11.56
2026-01-15,CV2_S07,SELL,TIME,6.4
2026-01-15,CV2_E3,BUY,TP,14.02
2026-01-15,CV2_E1,BUY,TP,13.54
2026-01-15,CV2_E2,BUY,TP,13.54
2026-01-15,CV2_E3,BUY,TP,13.54
2026-01-15,CV2_E1,BUY,TP,13.59
2026-01-15,CV2_E3,BUY,TP,13.59
2026-01-15,CV2_E1,BUY,TP,7.44
2026-01-15,CV2_E2,BUY,TP,7.44
2026-01-15,CV2_E3,BUY,TP,7.44
2026-01-15,CV2_S14,BUY,TP,5.96
2026-01-15,CV2_E2,BUY,TP,7.8
2026-01-15,CV2_S05,BUY,TP,10.55
2026-01-15,CV2_S14,BUY,TP,6.24
2026-01-15,CV2_E1,BUY,TP,8.66
2026-01-15,CV2_E2,BUY,TP,8.66
2026-01-15,CV2_S14,BUY,TP,6.93
2026-01-15,CV2_S14,BUY,TP,7.2
2026-01-15,CV2_S05,BUY,TP,10.84
2026-01-15,CV2_S14,BUY,TP,7.5
2026-01-16,CV2_E2,BUY,TIME,5.82
